row_number	total_rows	total_tokens	HARM_CATEGORY_SEXUALLY_EXPLICIT	HARM_CATEGORY_HATE_SPEECH	HARM_CATEGORY_HARASSMENT	HARM_CATEGORY_DANGEROUS_CONTENT
1683	3992	75	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1684	3992	75	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1685	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1686	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1687	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1688	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1689	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1690	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1691	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1692	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1693	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1694	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1695	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1696	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1697	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1698	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1699	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1700	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1701	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1702	3992	401	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1703	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1704	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1705	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1706	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1707	3992	393	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1708	3992	136	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1709	3992	114	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1710	3992	118	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1711	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1712	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1713	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1714	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1715	3992	138	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1716	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1717	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1718	3992	115	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1719	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1720	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1721	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1722	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1723	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1724	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1725	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1726	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1727	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1728	3992	161	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1729	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1730	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1731	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1732	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1733	3992	112	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1734	3992	154	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1735	3992	158	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1736	3992	163	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1666	3992	209	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1667	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1668	3992	81	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1669	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1670	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1671	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1672	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1673	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1674	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1675	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1676	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1677	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1678	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1679	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1680	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1681	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1682	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1683	3992	75	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1684	3992	75	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1685	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1686	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1687	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1688	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1689	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1690	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1691	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1692	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1693	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1694	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1695	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1696	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1697	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1698	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1699	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1700	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1701	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1702	3992	401	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1703	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1704	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1705	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1706	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1707	3992	393	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1708	3992	136	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1709	3992	114	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1710	3992	118	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1711	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1712	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1713	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1714	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1715	3992	138	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1716	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1717	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1718	3992	115	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1719	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1720	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1721	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1722	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1723	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1724	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1725	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1726	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1727	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1728	3992	161	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1729	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1730	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1731	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1732	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1733	3992	112	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1734	3992	154	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1735	3992	158	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1736	3992	163	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1737	3992	209	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1738	3992	191	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1739	3992	212	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1740	3992	173	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1741	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1742	3992	144	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1743	3992	256	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1744	3992	267	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1745	3992	151	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1746	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1747	3992	364	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1748	3992	153	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1749	3992	177	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1750	3992	197	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1751	3992	221	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1752	3992	211	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1753	3992	323	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1754	3992	387	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1755	3992	218	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1756	3992	119	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1757	3992	128	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1758	3992	131	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1759	3992	129	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1760	3992	127	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1761	3992	127	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1762	3992	128	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1763	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1764	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1765	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1766	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1767	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1768	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1769	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1770	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1771	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1772	3992	236	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1773	3992	139	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1673	3992	105	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1674	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1675	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1676	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1677	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1678	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1679	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1680	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1681	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1682	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1683	3992	75	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1684	3992	75	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1685	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1686	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1687	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1688	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1689	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1690	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1691	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1692	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1693	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1694	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1695	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1696	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1697	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1698	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1699	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1700	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1701	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1702	3992	401	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1703	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1704	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1705	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1706	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1707	3992	393	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1708	3992	136	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1709	3992	114	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1710	3992	118	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1711	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1712	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1713	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1714	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1715	3992	138	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1716	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1717	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1718	3992	115	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1719	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1720	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1721	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1722	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1723	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1724	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1725	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1726	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1727	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1728	3992	161	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1729	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1730	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1731	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1732	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1733	3992	112	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1734	3992	154	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1735	3992	158	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1736	3992	163	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1737	3992	209	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1738	3992	191	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1739	3992	212	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1740	3992	173	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1741	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1742	3992	144	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1743	3992	256	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1744	3992	267	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1745	3992	151	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1746	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1747	3992	364	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1748	3992	153	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1749	3992	177	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1750	3992	197	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1751	3992	221	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1752	3992	211	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1753	3992	323	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1754	3992	387	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1755	3992	218	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1756	3992	119	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1757	3992	128	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1758	3992	131	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1759	3992	129	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1760	3992	127	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1761	3992	127	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1762	3992	128	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1763	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1764	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1765	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1766	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1767	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1768	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1769	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1770	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1771	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1772	3992	236	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1773	3992	139	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1774	3992	105	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1775	3992	192	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1776	3992	143	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1777	3992	230	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1778	3992	179	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1779	3992	250	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1780	3992	188	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1781	3992	171	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1782	3992	172	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1783	3992	317	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1784	3992	189	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1785	3992	263	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1786	3992	158	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1787	3992	182	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1788	3992	271	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1789	3992	362	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1790	3992	619	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1791	3992	117	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1792	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1793	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1794	3992	78	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1795	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1796	3992	135	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1797	3992	83	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1798	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1799	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1800	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1801	3992	83	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1802	3992	62	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1803	3992	174	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1804	3992	128	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1805	3992	122	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
