URL,Description,Vector
https://nvd.nist.gov/vuln/detail/CVE-2024-21174,"Vulnerability in the Java VM component of Oracle Database Server.  Supported versions that are affected are 19.3-19.23, 21.3-21.14 and  23.4. Difficult to exploit vulnerability allows low privileged attacker having Create Session, Create Procedure privilege with network access via Oracle Net to compromise Java VM.  Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Java VM. CVSS 3.1 Base Score 3.1 (Availability impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L).",CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L
https://nvd.nist.gov/vuln/detail/CVE-2024-21175,"Vulnerability in the Oracle WebLogic Server product of Oracle Fusion Middleware (component: Core).  Supported versions that are affected are 12.2.1.4.0 and  14.1.1.0.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle WebLogic Server.  Successful attacks of this vulnerability can result in  unauthorized creation, deletion or modification access to critical data or all Oracle WebLogic Server accessible data. CVSS 3.1 Base Score 7.5 (Integrity impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N).",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21176,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Thread Pooling).  Supported versions that are affected are 8.4.0 and prior. Difficult to exploit vulnerability allows low privileged attacker with network access via multiple protocols to compromise MySQL Server.  Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 5.3 (Availability impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H).,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21177,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer).  Supported versions that are affected are 8.0.37 and prior and  8.4.0 and prior. Easily exploitable vulnerability allows low privileged attacker with network access via multiple protocols to compromise MySQL Server.  Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 6.5 (Availability impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21178,"Vulnerability in the PeopleSoft Enterprise PeopleTools product of Oracle PeopleSoft (component: Portal).  Supported versions that are affected are 8.59, 8.60 and  8.61. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise PeopleSoft Enterprise PeopleTools.  Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in PeopleSoft Enterprise PeopleTools, attacks may significantly impact additional products (scope change). Successful attacks of this vulnerability can result in  unauthorized update, insert or delete access to some of PeopleSoft Enterprise PeopleTools accessible data as well as  unauthorized read access to a subset of PeopleSoft Enterprise PeopleTools accessible data. CVSS 3.1 Base Score 6.1 (Confidentiality and Integrity impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N).",CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21179,Vulnerability in the MySQL Server product of Oracle MySQL (component: InnoDB).  Supported versions that are affected are 8.0.37 and prior and  8.4.0 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server.  Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21180,"Vulnerability in the PeopleSoft Enterprise PeopleTools product of Oracle PeopleSoft (component: OpenSearch Dashboards).  Supported versions that are affected are 8.59, 8.60 and  8.61. Easily exploitable vulnerability allows low privileged attacker with network access via HTTP to compromise PeopleSoft Enterprise PeopleTools.  Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in PeopleSoft Enterprise PeopleTools, attacks may significantly impact additional products (scope change). Successful attacks of this vulnerability can result in  unauthorized read access to a subset of PeopleSoft Enterprise PeopleTools accessible data. CVSS 3.1 Base Score 4.1 (Confidentiality impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:N/A:N).",CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:N/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21181,"Vulnerability in the Oracle WebLogic Server product of Oracle Fusion Middleware (component: Core).  Supported versions that are affected are 12.2.1.4.0 and  14.1.1.0.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via T3, IIOP to compromise Oracle WebLogic Server.  Successful attacks of this vulnerability can result in takeover of Oracle WebLogic Server. CVSS 3.1 Base Score 9.8 (Confidentiality, Integrity and Availability impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H).",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21182,"Vulnerability in the Oracle WebLogic Server product of Oracle Fusion Middleware (component: Core).  Supported versions that are affected are 12.2.1.4.0 and  14.1.1.0.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via T3, IIOP to compromise Oracle WebLogic Server.  Successful attacks of this vulnerability can result in  unauthorized access to critical data or complete access to all Oracle WebLogic Server accessible data. CVSS 3.1 Base Score 7.5 (Confidentiality impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N).",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21183,"Vulnerability in the Oracle WebLogic Server product of Oracle Fusion Middleware (component: Core).  Supported versions that are affected are 12.2.1.4.0 and  14.1.1.0.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via T3, IIOP to compromise Oracle WebLogic Server.  Successful attacks of this vulnerability can result in  unauthorized access to critical data or complete access to all Oracle WebLogic Server accessible data. CVSS 3.1 Base Score 7.5 (Confidentiality impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N).",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21184,"Vulnerability in the Oracle Database RDBMS Security component of Oracle Database Server.  Supported versions that are affected are 19.3-19.23. Easily exploitable vulnerability allows high privileged attacker having Execute on SYS.XS_DIAG privilege with network access via Oracle Net to compromise Oracle Database RDBMS Security.  Successful attacks of this vulnerability can result in takeover of Oracle Database RDBMS Security. CVSS 3.1 Base Score 7.2 (Confidentiality, Integrity and Availability impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H).",CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21185,"Vulnerability in the MySQL Server product of Oracle MySQL (component: InnoDB).  Supported versions that are affected are 8.0.38, 8.4.1 and  9.0.0. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server.  Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).",CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21186,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21187,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21188,"Vulnerability in the Oracle Financial Services Revenue Management and Billing product of Oracle Financial Services Applications (component: Chatbot).  Supported versions that are affected are 6.0.0.0.0 and  6.1.0.0.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle Financial Services Revenue Management and Billing.  Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in Oracle Financial Services Revenue Management and Billing, attacks may significantly impact additional products (scope change). Successful attacks of this vulnerability can result in  unauthorized update, insert or delete access to some of Oracle Financial Services Revenue Management and Billing accessible data as well as  unauthorized read access to a subset of Oracle Financial Services Revenue Management and Billing accessible data. CVSS 3.1 Base Score 6.1 (Confidentiality and Integrity impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N).",CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21189,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21190,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21191,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21192,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21193,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21194,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21195,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21196,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21197,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21198,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21199,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21200,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21201,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21202,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21203,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21204,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21205,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21206,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21207,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21208,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21209,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21210,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21211,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21212,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21213,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21214,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21215,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21216,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21217,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21218,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21219,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21220,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21221,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21222,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21223,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21224,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21225,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21226,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21227,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21228,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21229,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21230,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21231,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21232,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21233,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21234,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21235,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21236,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21237,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21238,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21239,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21240,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21241,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21242,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21243,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21244,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21245,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21246,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21247,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21248,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21249,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21250,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21251,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21252,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21253,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21254,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21255,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21256,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21257,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21258,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21259,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21260,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21261,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21262,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21263,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21264,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21265,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21266,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21267,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21268,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21269,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21270,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21271,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21272,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21273,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21274,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21275,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21276,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21277,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21278,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21279,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21280,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21281,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21282,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21283,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21284,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21285,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21286,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21287,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21288,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21289,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21290,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21291,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21292,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21293,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21294,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21295,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21296,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21297,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21298,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21299,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21300,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21301,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21302,"Summary:
Microsoft was notified that an elevation of privilege vulnerability exists in Windows based systems supporting Virtualization Based Security (VBS), including a subset of Azure Virtual Machine SKUS. This vulnerability enables an attacker with administrator privileges to replace current versions of Windows system files with outdated versions. By exploiting this vulnerability, an attacker could reintroduce previously mitigated vulnerabilities, circumvent some features of VBS, and exfiltrate data protected by VBS.
Microsoft is developing a security update to mitigate this threat, but it is not yet available. Guidance to help customers reduce the risks associated with this vulnerability and to protect their systems until the mitigation is available in a Windows security update is provided in the Recommended Actions section of this CVE.
This CVE will be updated when the mitigation is available in a Windows security update. We highly encourage customers to subscribe to Security Update Guide notifications to receive an alert when this update occurs.
Update: August 13, 2024
Microsoft has released the August 2024 security updates that include an opt-in revocation policy mitigation to address this vulnerability. Customers running affected versions of Windows are encouraged to review KB5042562: Guidance for blocking rollback of virtualization-based security related updates to assess if this opt-in policy meets the needs of their environment before implementing this mitigation. There are risks associated with this mitigation that should be understood prior to applying it to your systems. Detailed information about these risks is also available in KB5042562.
Details:
A security researcher informed Microsoft of an elevation of privilege vulnerability in Windows 10, Windows 11, Windows Server 2016, and higher based systems including Azure Virtual Machines (VM) that support VBS. For more information on Windows versions and VM SKUs supporting VBS, reference: Virtualization-based Security (VBS) | Microsoft Learn.
The vulnerability enables an attacker with administrator privileges on the target system to replace current Windows system files with outdated versions. Successful exploitation provides an attacker with the ability to reintroduce previously mitigated vulnerabilities, circumvent VBS security features, and exfiltrate data protected by VBS.
Microsoft is developing a security... See more at https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21302",CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21303,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21304,Trusted Compute Base Elevation of Privilege Vulnerability,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:N/I:H/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21305,Hypervisor-Protected Code Integrity (HVCI) Security Feature Bypass Vulnerability,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21306,Microsoft Bluetooth Driver Spoofing Vulnerability,CVSS:3.1/AV:A/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21307,Remote Desktop Client Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21308,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21309,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21310,Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21311,Windows Cryptographic Services Information Disclosure Vulnerability,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21312,.NET Framework Denial of Service Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21313,Windows TCP/IP Information Disclosure Vulnerability,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21314,Microsoft Message Queuing Information Disclosure Vulnerability,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21315,Microsoft Defender for Endpoint Protection Elevation of Privilege Vulnerability,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21316,Windows Server Key Distribution Service Security Feature Bypass,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21317,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21318,Microsoft SharePoint Server Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21319,Microsoft Identity Denial of service vulnerability,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:N/I:N/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21320,Windows Themes Spoofing Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21321,No description found,No vector found
https://nvd.nist.gov/vuln/detail/CVE-2024-21322,Microsoft Defender for IoT Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21323,Microsoft Defender for IoT Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21324,Microsoft Defender for IoT Elevation of Privilege Vulnerability,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21325,Microsoft Printer Metadata Troubleshooter Tool Remote Code Execution Vulnerability,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21326,Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21327,Microsoft Dynamics 365 Customer Engagement Cross-Site Scripting Vulnerability,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21328,Dynamics 365 Sales Spoofing Vulnerability,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21329,Azure Connected Machine Agent Elevation of Privilege Vulnerability,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21330,Open Management Infrastructure (OMI) Elevation of Privilege Vulnerability,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21331,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21332,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21333,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21334,Open Management Infrastructure (OMI) Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21335,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21336,Microsoft Edge (Chromium-based) Spoofing Vulnerability,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21337,Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:C/C:L/I:L/A:L
https://nvd.nist.gov/vuln/detail/CVE-2024-21338,Windows Kernel Elevation of Privilege Vulnerability,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21339,Windows USB Generic Parent Driver Remote Code Execution Vulnerability,CVSS:3.1/AV:P/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21340,Windows Kernel Information Disclosure Vulnerability,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N
https://nvd.nist.gov/vuln/detail/CVE-2024-21341,Windows Kernel Remote Code Execution Vulnerability,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21342,Windows DNS Client Denial of Service Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
https://nvd.nist.gov/vuln/detail/CVE-2024-21343,Windows Network Address Translation (NAT) Denial of Service Vulnerability,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H
